,0
0,0.001
1,0.001
2,0.001
3,0.001
4,0.001
5,0.001
6,0.001
7,0.001
8,0.001
9,0.001
10,0.001
11,0.001
12,0.001
13,0.001
14,0.001
15,0.001
16,0.001
17,0.001
18,0.001
19,0.001
20,0.001
21,0.001
22,0.001
23,0.001
24,0.001
25,0.001
26,0.001
27,0.001
28,0.001
29,0.001
30,0.001
31,0.001
32,0.001
33,0.001
34,0.001
35,0.001
36,0.001
37,0.001
38,0.001
39,0.001
40,0.001
41,0.001
42,0.001
43,0.001
44,0.001
45,0.001
46,0.001
47,0.001
48,0.001
49,0.001
50,0.001
51,0.001
52,0.001
53,0.001
54,0.001
55,0.001
56,0.001
57,0.001
58,0.001
59,0.001
60,0.001
61,0.001
62,0.001
63,0.001
64,0.001
65,0.001
66,0.001
67,0.001
68,0.001
69,0.001
70,0.001
71,0.001
72,0.001
73,0.001
74,0.001
75,0.00080000004
76,0.00080000004
77,0.00080000004
78,0.00080000004
79,0.00080000004
80,0.00080000004
81,0.00080000004
82,0.00080000004
83,0.00080000004
84,0.00080000004
85,0.00080000004
86,0.00080000004
87,0.00080000004
88,0.00080000004
89,0.00080000004
90,0.00080000004
91,0.00080000004
92,0.00080000004
93,0.00080000004
94,0.00080000004
95,0.00080000004
96,0.00080000004
97,0.00080000004
98,0.00080000004
99,0.00080000004
100,0.00080000004
101,0.00080000004
102,0.00080000004
103,0.00080000004
104,0.00080000004
105,0.00080000004
106,0.00080000004
107,0.00080000004
108,0.00080000004
109,0.00080000004
110,0.00080000004
111,0.00080000004
112,0.00080000004
113,0.00080000004
114,0.00080000004
115,0.00080000004
116,0.00080000004
117,0.00080000004
118,0.00080000004
119,0.00080000004
120,0.00080000004
121,0.00080000004
122,0.00080000004
123,0.00080000004
124,0.00080000004
125,0.00080000004
126,0.00080000004
127,0.00080000004
128,0.00080000004
129,0.00080000004
130,0.00080000004
131,0.00080000004
132,0.00080000004
133,0.00080000004
134,0.00064000004
135,0.00064000004
136,0.00064000004
137,0.00064000004
138,0.00064000004
139,0.00064000004
140,0.00064000004
141,0.00064000004
142,0.00064000004
143,0.00064000004
144,0.00064000004
145,0.00064000004
146,0.00064000004
147,0.00064000004
148,0.00064000004
149,0.00064000004
150,0.00064000004
151,0.00064000004
152,0.00064000004
153,0.00064000004
154,0.00064000004
155,0.00064000004
156,0.00064000004
157,0.00064000004
158,0.00064000004
159,0.00064000004
160,0.00064000004
161,0.00064000004
162,0.00064000004
163,0.00064000004
164,0.00064000004
165,0.00064000004
166,0.00064000004
167,0.00064000004
168,0.00064000004
169,0.00064000004
170,0.00064000004
171,0.00064000004
172,0.00064000004
173,0.00064000004
174,0.00064000004
175,0.00064000004
176,0.00064000004
177,0.00064000004
178,0.00064000004
179,0.00064000004
180,0.00064000004
181,0.00064000004
182,0.00064000004
183,0.00064000004
184,0.00064000004
185,0.00064000004
186,0.00064000004
187,0.00064000004
188,0.00064000004
189,0.00064000004
190,0.00064000004
191,0.00064000004
192,0.00051200006
193,0.00051200006
194,0.00051200006
195,0.00051200006
196,0.00051200006
197,0.00051200006
198,0.00051200006
199,0.00051200006
200,0.00051200006
201,0.00051200006
202,0.00051200006
203,0.00051200006
204,0.00051200006
205,0.00051200006
206,0.00051200006
207,0.00051200006
208,0.00051200006
209,0.00040960003
210,0.00040960003
211,0.00040960003
212,0.00040960003
213,0.00040960003
214,0.00040960003
215,0.00040960003
216,0.00040960003
217,0.00040960003
218,0.00040960003
219,0.00040960003
220,0.00040960003
221,0.00040960003
222,0.00040960003
223,0.00040960003
224,0.00040960003
225,0.00040960003
226,0.00040960003
227,0.00040960003
228,0.00040960003
229,0.00040960003
230,0.00040960003
231,0.00040960003
232,0.00032768003
233,0.00032768003
234,0.00032768003
235,0.00032768003
236,0.00032768003
237,0.00032768003
238,0.00032768003
239,0.00032768003
240,0.00032768003
241,0.00032768003
242,0.00032768003
243,0.00032768003
244,0.00032768003
245,0.00032768003
246,0.00032768003
247,0.00032768003
248,0.00032768003
249,0.00032768003
250,0.00032768003
251,0.00032768003
252,0.00032768003
253,0.00032768003
254,0.00032768003
255,0.00032768003
256,0.00032768003
257,0.00032768003
258,0.00032768003
259,0.00032768003
260,0.00032768003
